scenario_id,ego_id,rule_STL
DEU_LocationALower-40_2_T-1,7,R_G3
DEU_LocationALower-40_2_T-1,14,R_G3
DEU_LocationAUpper-43_3_T-1,16,R_G3
DEU_LocationALower-40_122_T-1,14,R_G3
DEU_LocationALower-40_122_T-1,16,R_G3
DEU_LocationALower-40_122_T-1,17,R_G3
DEU_LocationALower-46_137_T-1,5,R_G3
DEU_LocationALower-46_137_T-1,19,R_G3
DEU_LocationBUpper-2_237_T-1,5,R_G3
DEU_LocationALower-37_22_T-1,13,R_G3
DEU_LocationALower-14_71_T-1,11,R_G3
DEU_LocationALower-41_217_T-1,10,R_G3
DEU_LocationALower-42_138_T-1,15,R_G3
DEU_LocationALower-41_233_T-1,8,R_G3
DEU_LocationALower-49_215_T-1,16,R_G3
DEU_LocationALower-40_128_T-1,9,R_G3
DEU_LocationALower-40_128_T-1,10,R_G3
DEU_LocationALower-40_128_T-1,17,R_G3
DEU_LocationALower-40_217_T-1,10,R_G3
DEU_LocationAUpper-49_255_T-1,22,R_G1,R_G3
DEU_LocationALower-36_205_T-1,21,R_G3
DEU_LocationALower-41_270_T-1,9,R_G3
DEU_LocationALower-44_196_T-1,13,R_G3
DEU_LocationALower-51_56_T-1,10,R_G3
DEU_LocationALower-51_35_T-1,12,R_G3
DEU_LocationALower-51_35_T-1,24,R_G3
DEU_LocationAUpper-14_58_T-1,21,R_G3
DEU_LocationALower-28_289_T-1,14,R_G3
DEU_LocationAUpper-42_18_T-1,12,R_G3
DEU_LocationALower-46_166_T-1,6,R_G3
DEU_LocationALower-36_261_T-1,9,R_G3
DEU_LocationFLower-58_19_T-1,11,R_G3
DEU_LocationCLower-4_101_T-1,8,R_G3
DEU_LocationCLower-4_101_T-1,10,R_G3
DEU_LocationALower-33_18_T-1,16,R_G3
DEU_LocationALower-33_18_T-1,22,R_G3
DEU_LocationALower-32_99_T-1,9,R_G3
DEU_LocationALower-32_99_T-1,11,R_G3
DEU_LocationAUpper-30_216_T-1,14,R_G3
DEU_LocationALower-13_140_T-1,12,R_G3
DEU_LocationALower-43_71_T-1,11,R_G3
DEU_LocationALower-40_67_T-1,12,R_G3
DEU_LocationALower-40_67_T-1,14,R_G3
DEU_LocationCLower-4_67_T-1,5,R_G3
DEU_LocationALower-45_194_T-1,10,R_G3
DEU_LocationALower-45_194_T-1,11,R_G3
DEU_LocationAUpper-31_205_T-1,9,R_G3
DEU_LocationALower-56_122_T-1,10,R_G3
DEU_LocationALower-56_122_T-1,11,R_G3
DEU_LocationALower-31_198_T-1,12,R_G3
DEU_LocationALower-48_145_T-1,14,R_G3
DEU_LocationALower-28_223_T-1,15,R_G3
DEU_LocationALower-29_221_T-1,11,R_G3
DEU_LocationALower-29_221_T-1,25,R_G3
DEU_LocationALower-27_144_T-1,11,R_G3
DEU_LocationALower-11_64_T-1,12,R_G3
DEU_LocationALower-11_64_T-1,18,R_G1,R_G3
DEU_LocationALower-33_111_T-1,8,R_G3
DEU_LocationALower-53_32_T-1,15,R_G3
DEU_LocationALower-34_119_T-1,21,R_G3
DEU_LocationALower-41_212_T-1,5,R_G3
DEU_LocationALower-41_212_T-1,7,R_G3
DEU_LocationALower-50_58_T-1,6,R_G3
DEU_LocationALower-50_58_T-1,9,R_G3
DEU_LocationALower-42_181_T-1,12,R_G3
DEU_LocationCLower-6_286_T-1,14,R_G3
DEU_LocationAUpper-33_174_T-1,12,R_G3
DEU_LocationALower-53_23_T-1,7,R_G3
DEU_LocationALower-39_133_T-1,12,R_G3
DEU_LocationALower-39_133_T-1,13,R_G3
DEU_LocationALower-12_77_T-1,7,R_G3
DEU_LocationALower-43_117_T-1,15,R_G3
DEU_LocationALower-41_190_T-1,7,R_G3
DEU_LocationALower-11_111_T-1,16,R_G3
DEU_LocationALower-11_111_T-1,19,R_G3
DEU_LocationAUpper-53_195_T-1,13,R_G3
DEU_LocationAUpper-53_195_T-1,14,R_G3
DEU_LocationDLower-8_185_T-1,9,R_G3
DEU_LocationAUpper-36_102_T-1,11,R_G3
DEU_LocationELower-16_44_T-1,4,R_G3
DEU_LocationALower-56_8_T-1,10,R_G3
DEU_LocationALower-56_8_T-1,13,R_G3
DEU_LocationALower-54_66_T-1,22,R_G3
DEU_LocationALower-40_170_T-1,11,R_G3
DEU_LocationALower-42_241_T-1,10,R_G3
DEU_LocationALower-27_272_T-1,15,R_G3
DEU_LocationALower-31_20_T-1,8,R_G3
DEU_LocationAUpper-27_147_T-1,19,R_G3
DEU_LocationALower-43_15_T-1,18,R_G3
DEU_LocationALower-43_15_T-1,21,R_G3
DEU_LocationALower-27_264_T-1,12,R_G3
DEU_LocationALower-27_30_T-1,12,R_G3
DEU_LocationALower-27_30_T-1,20,R_G3
DEU_LocationALower-31_190_T-1,17,R_G3
DEU_LocationAUpper-33_215_T-1,8,R_G3
DEU_LocationALower-33_110_T-1,7,R_G3
DEU_LocationALower-38_153_T-1,13,R_G3
DEU_LocationALower-48_58_T-1,20,R_G3
DEU_LocationALower-48_216_T-1,11,R_G3
DEU_LocationAUpper-13_64_T-1,16,R_G3
DEU_LocationALower-44_80_T-1,13,R_G3
DEU_LocationELower-22_129_T-1,3,R_G3
DEU_LocationALower-35_175_T-1,11,R_G3
DEU_LocationALower-35_175_T-1,20,R_G3
DEU_LocationALower-42_55_T-1,7,R_G3
DEU_LocationALower-28_92_T-1,9,R_G3
DEU_LocationALower-44_282_T-1,10,R_G3
DEU_LocationALower-44_36_T-1,8,R_G3
DEU_LocationALower-44_44_T-1,9,R_G3
DEU_LocationALower-44_44_T-1,11,R_G3
DEU_LocationALower-42_168_T-1,6,R_G3
DEU_LocationALower-39_277_T-1,14,R_G3
DEU_LocationALower-41_242_T-1,8,R_G3
DEU_LocationALower-41_242_T-1,10,R_G3
DEU_LocationALower-41_242_T-1,13,R_G3
DEU_LocationALower-28_84_T-1,12,R_G3
DEU_LocationALower-31_78_T-1,8,R_G3
DEU_LocationALower-31_78_T-1,18,R_G3
DEU_LocationALower-43_121_T-1,17,R_G3
DEU_LocationALower-43_121_T-1,20,R_G3
DEU_LocationAUpper-48_80_T-1,11,R_G3
DEU_LocationALower-38_209_T-1,7,R_G3
DEU_LocationAUpper-32_65_T-1,19,R_G3
DEU_LocationALower-49_129_T-1,6,R_G3
DEU_LocationALower-42_51_T-1,9,R_G3
DEU_LocationALower-40_258_T-1,17,R_G3
DEU_LocationALower-28_88_T-1,15,R_G3
DEU_LocationALower-43_210_T-1,7,R_G3
DEU_LocationALower-43_210_T-1,12,R_G3
DEU_LocationALower-43_210_T-1,15,R_G3
DEU_LocationALower-43_210_T-1,18,R_G3
DEU_LocationALower-41_127_T-1,8,R_G3
DEU_LocationALower-41_127_T-1,13,R_G3
DEU_LocationALower-49_71_T-1,11,R_G3
DEU_LocationALower-52_119_T-1,8,R_G3
DEU_LocationALower-42_45_T-1,10,R_G3
DEU_LocationALower-42_45_T-1,19,R_G3
DEU_LocationALower-33_160_T-1,6,R_G3
DEU_LocationALower-44_110_T-1,7,R_G3
DEU_LocationALower-43_235_T-1,11,R_G3
DEU_LocationALower-43_235_T-1,17,R_G3
DEU_LocationALower-43_235_T-1,20,R_G3
DEU_LocationALower-43_44_T-1,14,R_G3
DEU_LocationALower-49_48_T-1,19,R_G3
DEU_LocationALower-49_48_T-1,25,R_G3
DEU_LocationALower-40_287_T-1,11,R_G3
DEU_LocationALower-40_287_T-1,16,R_G3
DEU_LocationAUpper-37_40_T-1,15,R_G3
DEU_LocationALower-45_140_T-1,13,R_G3
DEU_LocationALower-45_140_T-1,16,R_G3
DEU_LocationALower-45_140_T-1,19,R_G3
DEU_LocationALower-12_79_T-1,11,R_G3
DEU_LocationALower-12_79_T-1,24,R_G3
DEU_LocationAUpper-54_249_T-1,6,R_G3
DEU_LocationALower-47_196_T-1,10,R_G3
DEU_LocationAUpper-32_5_T-1,6,R_G3
DEU_LocationALower-12_203_T-1,26,R_G3
DEU_LocationALower-14_50_T-1,23,R_G3
DEU_LocationALower-14_50_T-1,25,R_G3
DEU_LocationALower-50_211_T-1,11,R_G3
DEU_LocationALower-54_59_T-1,13,R_G3
DEU_LocationAUpper-33_99_T-1,20,R_G3
DEU_LocationALower-39_79_T-1,10,R_G3
DEU_LocationALower-41_269_T-1,7,R_G3
DEU_LocationALower-41_269_T-1,8,R_G3
DEU_LocationALower-32_70_T-1,14,R_G1,R_G3
DEU_LocationALower-32_70_T-1,16,R_G3
DEU_LocationAUpper-46_92_T-1,6,R_G3
DEU_LocationALower-13_259_T-1,6,R_G3
DEU_LocationCLower-5_233_T-1,7,R_G3
DEU_LocationBLower-2_120_T-1,8,R_G3
DEU_LocationBLower-2_120_T-1,10,R_G3
DEU_LocationDLower-8_190_T-1,9,R_G3
DEU_LocationALower-11_20_T-1,18,R_G3
DEU_LocationALower-39_260_T-1,6,R_G3
DEU_LocationALower-41_35_T-1,12,R_G3
DEU_LocationALower-41_13_T-1,8,R_G3
DEU_LocationALower-41_13_T-1,19,R_G3
DEU_LocationALower-41_13_T-1,21,R_G3
DEU_LocationAUpper-40_34_T-1,11,R_G3
DEU_LocationCUpper-6_24_T-1,8,R_G3
DEU_LocationAUpper-50_235_T-1,14,R_G3
DEU_LocationALower-40_36_T-1,8,R_G3
DEU_LocationALower-40_36_T-1,10,R_G3
DEU_LocationALower-40_36_T-1,11,R_G3
DEU_LocationALower-40_36_T-1,13,R_G3
DEU_LocationALower-40_36_T-1,14,R_G3
DEU_LocationALower-14_19_T-1,7,R_G3
DEU_LocationALower-53_3_T-1,16,R_G3
DEU_LocationFLower-60_218_T-1,5,R_G3
DEU_LocationELower-15_53_T-1,6,R_G3
DEU_LocationALower-47_52_T-1,8,R_G3
DEU_LocationAUpper-50_114_T-1,11,R_G3
DEU_LocationALower-46_116_T-1,9,R_G3
DEU_LocationALower-39_57_T-1,8,R_G3
DEU_LocationALower-54_99_T-1,10,R_G3
DEU_LocationALower-13_32_T-1,18,R_G3
DEU_LocationAUpper-43_46_T-1,13,R_G3
DEU_LocationALower-31_79_T-1,12,R_G3
DEU_LocationALower-45_79_T-1,8,R_G3
DEU_LocationALower-31_156_T-1,16,R_G3
DEU_LocationALower-50_126_T-1,19,R_G3
DEU_LocationALower-33_151_T-1,8,R_G3
DEU_LocationALower-33_151_T-1,9,R_G3
DEU_LocationALower-37_8_T-1,6,R_G3
DEU_LocationALower-37_8_T-1,7,R_G3
DEU_LocationALower-42_106_T-1,10,R_G3
DEU_LocationALower-42_106_T-1,11,R_G3
DEU_LocationALower-14_160_T-1,21,R_G3
DEU_LocationAUpper-35_9_T-1,14,R_G3
DEU_LocationALower-53_80_T-1,8,R_G3
DEU_LocationALower-53_80_T-1,14,R_G3
DEU_LocationALower-53_80_T-1,15,R_G3
DEU_LocationALower-53_80_T-1,19,R_G3
DEU_LocationALower-37_251_T-1,9,R_G3
DEU_LocationALower-12_99_T-1,9,R_G3
DEU_LocationALower-50_158_T-1,15,R_G3
DEU_LocationALower-53_140_T-1,18,R_G3
DEU_LocationAUpper-48_273_T-1,10,R_G3
DEU_LocationALower-40_224_T-1,13,R_G3
DEU_LocationALower-52_246_T-1,14,R_G3
DEU_LocationALower-44_180_T-1,6,R_G3
DEU_LocationALower-44_180_T-1,9,R_G3
DEU_LocationALower-44_180_T-1,11,R_G3
DEU_LocationALower-44_180_T-1,19,R_G3
DEU_LocationALower-44_234_T-1,11,R_G3
DEU_LocationALower-14_199_T-1,13,R_G3
DEU_LocationALower-35_155_T-1,16,R_G3
DEU_LocationALower-42_159_T-1,6,R_G3
DEU_LocationALower-42_159_T-1,11,R_G3
DEU_LocationALower-34_191_T-1,8,R_G3
DEU_LocationAUpper-14_267_T-1,11,R_G3
DEU_LocationAUpper-14_267_T-1,15,R_G3
DEU_LocationAUpper-14_267_T-1,18,R_G3
DEU_LocationALower-30_218_T-1,16,R_G1,R_G3
DEU_LocationALower-39_256_T-1,6,R_G3
DEU_LocationALower-39_256_T-1,10,R_G3
DEU_LocationALower-39_256_T-1,13,R_G3
DEU_LocationALower-50_275_T-1,28,R_G3
DEU_LocationALower-42_102_T-1,16,R_G3
DEU_LocationALower-29_72_T-1,12,R_G3
DEU_LocationALower-29_72_T-1,17,R_G3
DEU_LocationALower-29_72_T-1,19,R_G3
DEU_LocationALower-40_13_T-1,9,R_G3
DEU_LocationALower-40_13_T-1,12,R_G3
DEU_LocationALower-40_13_T-1,13,R_G3
DEU_LocationALower-45_273_T-1,11,R_G3
DEU_LocationALower-45_273_T-1,12,R_G3
DEU_LocationALower-14_62_T-1,10,R_G3
DEU_LocationALower-41_25_T-1,10,R_G3
DEU_LocationALower-41_25_T-1,11,R_G3
DEU_LocationALower-41_236_T-1,9,R_G3
DEU_LocationALower-41_236_T-1,11,R_G3
DEU_LocationALower-41_236_T-1,17,R_G3
DEU_LocationALower-28_45_T-1,6,R_G3
DEU_LocationDLower-8_192_T-1,9,R_G3
DEU_LocationALower-42_65_T-1,17,R_G3
DEU_LocationAUpper-46_59_T-1,13,R_G3
DEU_LocationALower-33_137_T-1,22,R_G3
DEU_LocationCLower-5_176_T-1,10,R_G3
DEU_LocationALower-44_39_T-1,14,R_G3
DEU_LocationALower-44_39_T-1,16,R_G3
DEU_LocationAUpper-51_207_T-1,9,R_G3
DEU_LocationALower-54_48_T-1,12,R_G3
DEU_LocationALower-54_48_T-1,14,R_G3
DEU_LocationFLower-60_157_T-1,6,R_G3
DEU_LocationFLower-60_157_T-1,9,R_G3
DEU_LocationALower-43_12_T-1,22,R_G3
DEU_LocationALower-29_24_T-1,8,R_G3
DEU_LocationALower-29_24_T-1,14,R_G3
DEU_LocationAUpper-50_94_T-1,8,R_G1,R_G3
DEU_LocationCUpper-6_255_T-1,10,R_G3
DEU_LocationALower-54_8_T-1,8,R_G3
DEU_LocationALower-54_8_T-1,15,R_G3
DEU_LocationALower-50_12_T-1,10,R_G3
DEU_LocationALower-44_253_T-1,11,R_G3
DEU_LocationALower-44_253_T-1,17,R_G3
DEU_LocationALower-44_253_T-1,18,R_G3
DEU_LocationALower-44_253_T-1,21,R_G3
DEU_LocationALower-53_74_T-1,11,R_G3
DEU_LocationALower-38_50_T-1,21,R_G3
DEU_LocationALower-39_38_T-1,7,R_G3
DEU_LocationALower-39_38_T-1,16,R_G3
DEU_LocationALower-42_63_T-1,12,R_G3
DEU_LocationALower-42_63_T-1,14,R_G3
DEU_LocationALower-42_63_T-1,15,R_G3
DEU_LocationALower-42_63_T-1,17,R_G1,R_G3
DEU_LocationALower-53_29_T-1,11,R_G3
DEU_LocationALower-53_29_T-1,13,R_G3
DEU_LocationALower-36_289_T-1,7,R_G3
DEU_LocationALower-36_289_T-1,9,R_G3
DEU_LocationALower-36_289_T-1,16,R_G3
DEU_LocationFLower-59_67_T-1,7,R_G3
DEU_LocationALower-30_88_T-1,18,R_G3
DEU_LocationALower-38_70_T-1,16,R_G3
DEU_LocationALower-38_70_T-1,17,R_G3
DEU_LocationALower-38_70_T-1,19,R_G3
DEU_LocationALower-52_129_T-1,12,R_G3
DEU_LocationALower-13_31_T-1,16,R_G3
DEU_LocationALower-13_31_T-1,21,R_G3
DEU_LocationALower-13_31_T-1,22,R_G3
DEU_LocationALower-39_231_T-1,20,R_G3
DEU_LocationALower-49_214_T-1,10,R_G3
