scenario_id,ego_id,rule,repairability,model,TV,TC,
DEU_LocationALower-49_30_T-1,16,R_G2,bingo,"{'~a', '~b'}",36,35,
DEU_LocationAUpper-26_9_T-1,45,R_G2,bingo,"{'~a', '~b'}",52,51,
DEU_LocationALower-50_26_T-1,9,R_G2,initial feasibility,,,,
DEU_LocationALower-50_26_T-1,13,R_G2,bingo,{'~a'},16,15,
DEU_LocationAUpper-26_41_T-1,21,R_G2,bingo,{'~a'},72,71,
DEU_LocationAUpper-26_30_T-1,10,R_G2,bingo,{'~a'},19,18,
DEU_LocationAUpper-26_30_T-1,21,R_G2,initial feasibility,,,,
DEU_LocationEUpper-24_5_T-1,9,R_G2,bingo,{'~a'},18,17,
DEU_LocationALower-35_29_T-1,10,R_G2,bingo,{'~a'},7,6,
DEU_LocationALower-39_3_T-1,9,R_G2,bingo,{'~a'},16,15,
DEU_LocationELower-22_5_T-1,6,R_G2,initial feasibility,,,,
DEU_LocationAUpper-25_23_T-1,24,R_G2,initial feasibility,"{'~a', '~b'}",40,39,
DEU_LocationALower-26_29_T-1,24,R_G2,bingo,"{'~a', '~b'}",30,29,
DEU_LocationAUpper-36_53_T-1,21,R_G2,bingo,{'~a'},67,66,
DEU_LocationALower-35_39_T-1,14,R_G2,bingo,{'~a'},23,22,
DEU_LocationBUpper-2_35_T-1,8,R_G2,initial feasibility,,,,
DEU_LocationALower-53_23_T-1,8,R_G2,bingo,{'~a'},10,9,
DEU_LocationAUpper-36_9_T-1,11,R_G2,bingo,{'~a'},15,14,
DEU_LocationAUpper-36_9_T-1,16,R_G2,bingo,{'~a'},44,42,
DEU_LocationAUpper-36_37_T-1,10,R_G2,bingo,{'~a'},20,19,
DEU_LocationAUpper-36_28_T-1,7,R_G2,bingo,{'~a'},3,2,
DEU_LocationAUpper-26_44_T-1,24,R_G2,bingo,"{'~a', '~b'}",58,57,
DEU_LocationAUpper-12_19_T-1,32,R_G2,bingo,"{'~a', '~b'}",49,48,
DEU_LocationAUpper-36_60_T-1,16,R_G2,initial feasibility,,,,
DEU_LocationAUpper-36_60_T-1,24,R_G2,not repairable,"{'a', 'b'}",15,14,
DEU_LocationAUpper-36_60_T-1,25,R_G2,bingo,"{'~a', '~b'}",57,56,
DEU_LocationELower-18_15_T-1,5,R_G2,bingo,{'~a'},18,17,
DEU_LocationAUpper-36_46_T-1,20,R_G2,bingo,"{'~a', '~b'}",42,41,
DEU_LocationAUpper-26_37_T-1,22,R_G2,bingo,{'~a'},24,23,
DEU_LocationEUpper-15_24_T-1,7,R_G2,initial feasibility,,,,
DEU_LocationALower-38_10_T-1,21,R_G2,bingo,{'~a'},36,35,
DEU_LocationALower-26_49_T-1,35,R_G2,bingo,{'~a'},43,42,
DEU_LocationAUpper-36_48_T-1,16,R_G2,bingo,{'~a'},29,28,
DEU_LocationALower-47_6_T-1,10,R_G2,initial feasibility,,,,
DEU_LocationAUpper-36_30_T-1,10,R_G2,bingo,{'~a'},7,6,
DEU_LocationAUpper-36_30_T-1,16,R_G2,bingo,{'~a'},30,29,
DEU_LocationAUpper-36_10_T-1,9,R_G2,initial feasibility,,,,
DEU_LocationAUpper-36_10_T-1,12,R_G2,bingo,"{'~a', '~b'}",14,13,
DEU_LocationALower-34_1_T-1,12,R_G2,bingo,"{'~a', '~b'}",22,21,
DEU_LocationAUpper-36_49_T-1,7,R_G2,bingo,"{'~a', '~b'}",7,6,
DEU_LocationAUpper-36_49_T-1,8,R_G2,bingo,{'~a'},30,29,
DEU_LocationAUpper-36_7_T-1,22,R_G2,bingo,{'~a'},55,54,
DEU_LocationAUpper-26_32_T-1,19,R_G2,not repairable,"{'~a', '~b'}",8,7,
DEU_LocationAUpper-26_32_T-1,20,R_G2,bingo,"{'~a', '~b'}",3,2,
DEU_LocationAUpper-13_10_T-1,12,R_G2,bingo,{'~a'},3,2,
DEU_LocationAUpper-13_10_T-1,14,R_G2,bingo,{'~a'},12,11,
DEU_LocationAUpper-36_61_T-1,24,R_G2,not repairable,"{'~a', '~b'}",23,22,
DEU_LocationAUpper-36_61_T-1,26,R_G2,bingo,"{'~a', '~b'}",32,31,
DEU_LocationAUpper-12_21_T-1,32,R_G2,initial feasibility,,,,
DEU_LocationELower-16_22_T-1,9,R_G2,bingo,{'~a'},33,32,
DEU_LocationAUpper-36_62_T-1,38,R_G2,not repairable,"{'a', 'b'}",7,6,
DEU_LocationAUpper-36_6_T-1,7,R_G2,bingo,{'~a'},12,11,
DEU_LocationEUpper-16_19_T-1,3,R_G2,bingo,{'~a'},7,6,
DEU_LocationALower-51_31_T-1,17,R_G2,bingo,{'~a'},21,20,
DEU_LocationALower-51_31_T-1,21,R_G2,bingo,{'~a'},39,38,
DEU_LocationEUpper-23_23_T-1,4,R_G2,bingo,{'~a'},3,2,
DEU_LocationAUpper-36_8_T-1,6,R_G2,bingo,"{'~a', '~b'}",4,3,
DEU_LocationAUpper-36_8_T-1,8,R_G2,bingo,{'~a'},12,11,
DEU_LocationAUpper-36_8_T-1,9,R_G2,bingo,{'~a'},17,16,
DEU_LocationAUpper-36_8_T-1,16,R_G2,bingo,{'~a'},40,39,
DEU_LocationELower-21_34_T-1,6,R_G2,bingo,{'~a'},16,15,
DEU_LocationALower-26_48_T-1,13,R_G2,bingo,{'~a'},16,15,
DEU_LocationALower-26_48_T-1,25,R_G2,bingo,{'~a'},53,52,
DEU_LocationCUpper-5_38_T-1,14,R_G2,bingo,"{'~a', '~b'}",11,10,
DEU_LocationALower-49_35_T-1,10,R_G2,bingo,"{'~a', '~b'}",5,4,
DEU_LocationALower-49_35_T-1,12,R_G2,bingo,"{'~a', '~b'}",8,7,
DEU_LocationALower-49_35_T-1,13,R_G2,bingo,"{'~a', '~b'}",13,12,
DEU_LocationALower-40_29_T-1,11,R_G2,bingo,{'~a'},7,6,
DEU_LocationALower-56_28_T-1,11,R_G2,bingo,{'~a'},15,14,
DEU_LocationELower-22_16_T-1,7,R_G2,bingo,{'~a'},4,3,
DEU_LocationALower-53_32_T-1,26,R_G2,bingo,{'~a'},53,52,
DEU_LocationDUpper-9_23_T-1,12,R_G2,bingo,{'~a'},32,31,
DEU_LocationAUpper-40_29_T-1,18,R_G2,bingo,"{'~a', '~b'}",26,25,
DEU_LocationALower-27_55_T-1,28,R_G2,bingo,"{'~a', '~b'}",28,27,
DEU_LocationAUpper-36_9_T-1,13,R_G2,bingo,{'~a'},26,25,
DEU_LocationAUpper-36_46_T-1,18,R_G2,not repairable,"{'a', 'b'}",50,49,
DEU_LocationAUpper-36_56_T-1,14,R_G2,initial feasibility,,,,
DEU_LocationALower-38_10_T-1,18,R_G2,bingo,"{'~a', '~b'}",17,16,
DEU_LocationALower-38_10_T-1,19,R_G2,bingo,{'~a'},30,29,
DEU_LocationAUpper-48_37_T-1,16,R_G2,bingo,{'~a'},54,53,
DEU_LocationAUpper-36_49_T-1,10,R_G2,bingo,{'~a'},39,38,
DEU_LocationALower-31_20_T-1,18,R_G2,bingo,{'~a'},7,6,
DEU_LocationELower-16_36_T-1,9,R_G2,bingo,{'~a'},45,44,
DEU_LocationALower-27_27_T-1,11,R_G2,bingo,{'~a'},22,21,
DEU_LocationEUpper-19_33_T-1,6,R_G2,bingo,{'~a'},19,18,
DEU_LocationAUpper-36_2_T-1,23,R_G2,bingo,"{'~a', '~b'}",43,42,
DEU_LocationAUpper-36_52_T-1,13,R_G2,bingo,{'~a'},19,18,
DEU_LocationALower-51_31_T-1,16,R_G2,bingo,{'~a'},33,32,
DEU_LocationALower-51_31_T-1,18,R_G2,bingo,"{'~a', '~b'}",35,34,
Nr of scenario,122,Nr of infeasible trajectory,18,0.1393,Nr of reparable trajectory,99,0.9333
,,,,,,,104
,,,,,,,0.951923076923077
