scenario_id,ego_id,rule_STL
DEU_LocationAUpper-26_47_T-1,11,R_G3,R_G2
DEU_LocationAUpper-26_47_T-1,13,R_G1
DEU_LocationAUpper-42_24_T-1,5,R_G3
DEU_LocationAUpper-42_24_T-1,6,R_G3
DEU_LocationAUpper-42_24_T-1,7,R_G3
DEU_LocationAUpper-42_24_T-1,8,R_G3
DEU_LocationAUpper-42_24_T-1,11,R_G3
DEU_LocationAUpper-42_24_T-1,14,R_G3
DEU_LocationAUpper-42_24_T-1,16,R_G3
DEU_LocationAUpper-42_24_T-1,17,R_G3
DEU_LocationAUpper-42_24_T-1,19,R_G3,R_G1
DEU_LocationAUpper-42_24_T-1,20,R_G3
DEU_LocationAUpper-42_24_T-1,21,R_G3
DEU_LocationAUpper-42_24_T-1,22,R_G3
DEU_LocationAUpper-42_24_T-1,23,R_G3
DEU_LocationALower-41_22_T-1,5,R_G3
DEU_LocationALower-41_22_T-1,6,R_G3
DEU_LocationALower-41_22_T-1,7,R_G3
DEU_LocationALower-41_22_T-1,8,R_G3
DEU_LocationALower-41_22_T-1,9,R_G1
DEU_LocationALower-41_22_T-1,10,R_G3
DEU_LocationALower-41_22_T-1,11,R_G3
DEU_LocationALower-41_22_T-1,17,R_G3,R_G1
DEU_LocationALower-41_22_T-1,18,R_G3
DEU_LocationALower-41_22_T-1,20,R_G3
DEU_LocationALower-41_22_T-1,21,R_G1
DEU_LocationALower-41_22_T-1,23,R_G3
DEU_LocationALower-41_22_T-1,25,R_G3
DEU_LocationALower-41_22_T-1,26,R_G1
DEU_LocationALower-41_22_T-1,27,R_G3
DEU_LocationALower-41_22_T-1,28,R_G3,R_G1
DEU_LocationALower-14_9_T-1,5,R_G3
DEU_LocationALower-14_9_T-1,6,R_G3
DEU_LocationALower-14_9_T-1,8,R_G3
DEU_LocationALower-14_9_T-1,10,R_G3
DEU_LocationALower-14_9_T-1,11,R_G3
DEU_LocationALower-14_9_T-1,12,R_G3,R_G1
DEU_LocationALower-14_9_T-1,13,R_G3
DEU_LocationALower-14_9_T-1,15,R_G3
DEU_LocationALower-14_9_T-1,17,R_G3,R_G1
DEU_LocationALower-14_9_T-1,18,R_G1
DEU_LocationALower-14_9_T-1,22,R_G3
DEU_LocationALower-14_9_T-1,23,R_G1
DEU_LocationALower-14_9_T-1,25,R_G3
DEU_LocationALower-14_9_T-1,26,R_G3,R_G1
DEU_LocationALower-14_9_T-1,27,R_G3
DEU_LocationAUpper-33_34_T-1,5,R_G3
DEU_LocationAUpper-33_34_T-1,8,R_G3
DEU_LocationAUpper-33_34_T-1,11,R_G3
DEU_LocationAUpper-47_35_T-1,5,R_G3
DEU_LocationAUpper-47_35_T-1,6,R_G3
DEU_LocationAUpper-47_35_T-1,16,R_G1
DEU_LocationAUpper-47_35_T-1,17,R_G1
DEU_LocationAUpper-47_35_T-1,23,R_G3,R_G1
DEU_LocationALower-25_31_T-1,5,R_G3
DEU_LocationALower-25_31_T-1,6,R_G3
DEU_LocationALower-25_31_T-1,9,R_G3
DEU_LocationALower-25_31_T-1,11,R_G3
DEU_LocationALower-25_31_T-1,12,R_G3
DEU_LocationALower-25_31_T-1,13,R_G3
DEU_LocationALower-25_31_T-1,14,R_G3
DEU_LocationALower-25_31_T-1,20,R_G3
DEU_LocationELower-19_29_T-1,3,R_G3
DEU_LocationELower-19_29_T-1,6,R_G3
DEU_LocationCUpper-6_9_T-1,5,R_G3
DEU_LocationCUpper-6_9_T-1,8,R_G3
DEU_LocationCUpper-6_9_T-1,9,R_G3
DEU_LocationCUpper-6_9_T-1,10,R_G1
DEU_LocationBUpper-2_46_T-1,3,R_G3
DEU_LocationBUpper-2_46_T-1,8,R_G3
DEU_LocationBUpper-2_46_T-1,9,R_G1
DEU_LocationBUpper-2_46_T-1,10,R_G1
DEU_LocationBUpper-2_46_T-1,13,R_G3
DEU_LocationBUpper-2_46_T-1,14,R_G1
DEU_LocationBUpper-2_46_T-1,15,R_G1
DEU_LocationBUpper-2_46_T-1,16,R_G3
DEU_LocationALower-32_21_T-1,6,R_G3
DEU_LocationALower-32_21_T-1,7,R_G3
DEU_LocationALower-32_21_T-1,10,R_G3
DEU_LocationALower-32_21_T-1,12,R_G3
DEU_LocationALower-32_21_T-1,13,R_G3
DEU_LocationAUpper-27_26_T-1,6,R_G3
DEU_LocationAUpper-27_26_T-1,8,R_G3
DEU_LocationAUpper-27_26_T-1,10,R_G3
DEU_LocationAUpper-27_26_T-1,11,R_G3
DEU_LocationAUpper-27_26_T-1,12,R_G3,R_G1
DEU_LocationAUpper-27_26_T-1,13,R_G3,R_G1
DEU_LocationAUpper-27_26_T-1,15,R_G3
DEU_LocationALower-30_11_T-1,5,R_G3
DEU_LocationALower-30_11_T-1,8,R_G3
DEU_LocationALower-30_11_T-1,9,R_G3
DEU_LocationALower-30_11_T-1,11,R_G3
DEU_LocationALower-30_11_T-1,13,R_G3
DEU_LocationALower-30_11_T-1,14,R_G3,R_G1
DEU_LocationALower-30_11_T-1,16,R_G3
DEU_LocationALower-49_27_T-1,5,R_G3
DEU_LocationALower-49_27_T-1,7,R_G3
DEU_LocationALower-49_27_T-1,8,R_G3
DEU_LocationALower-49_27_T-1,9,R_G3
DEU_LocationALower-49_27_T-1,10,R_G3
DEU_LocationALower-49_27_T-1,11,R_G3
DEU_LocationALower-49_27_T-1,12,R_G3
DEU_LocationALower-49_27_T-1,13,R_G3
DEU_LocationALower-49_27_T-1,14,R_G3
DEU_LocationALower-49_27_T-1,15,R_G3
DEU_LocationCUpper-5_9_T-1,5,R_G3
DEU_LocationCUpper-5_9_T-1,6,R_G3
DEU_LocationCUpper-5_9_T-1,7,R_G3
DEU_LocationCUpper-5_9_T-1,8,R_G3
DEU_LocationCUpper-5_9_T-1,9,R_G3
DEU_LocationDUpper-9_22_T-1,4,R_G3
DEU_LocationDUpper-9_22_T-1,11,R_G3
DEU_LocationDUpper-9_22_T-1,12,R_G3,R_G1
DEU_LocationEUpper-21_47_T-1,3,R_G3
DEU_LocationEUpper-21_47_T-1,6,R_G3
DEU_LocationEUpper-21_47_T-1,8,R_G3
DEU_LocationEUpper-21_47_T-1,9,R_G1
DEU_LocationAUpper-33_46_T-1,6,R_G3
DEU_LocationAUpper-33_46_T-1,7,R_G3
DEU_LocationAUpper-33_46_T-1,8,R_G3
DEU_LocationAUpper-33_46_T-1,9,R_G3
DEU_LocationAUpper-33_46_T-1,10,R_G3
DEU_LocationAUpper-33_46_T-1,11,R_G3
DEU_LocationAUpper-33_46_T-1,12,R_G3
DEU_LocationELower-20_37_T-1,4,R_G3
DEU_LocationELower-20_37_T-1,5,R_G3
DEU_LocationELower-20_37_T-1,6,R_G3
DEU_LocationCLower-4_22_T-1,6,R_G3
DEU_LocationCLower-4_22_T-1,7,R_G3
DEU_LocationCLower-4_22_T-1,9,R_G3,R_G1
DEU_LocationCLower-4_22_T-1,10,R_G3
DEU_LocationAUpper-32_31_T-1,9,R_G3
DEU_LocationAUpper-32_31_T-1,17,R_G3
DEU_LocationALower-33_44_T-1,5,R_G3
DEU_LocationALower-33_44_T-1,6,R_G3
DEU_LocationALower-33_44_T-1,8,R_G3
DEU_LocationALower-33_44_T-1,10,R_G3
DEU_LocationAUpper-47_43_T-1,5,R_G3
DEU_LocationAUpper-47_43_T-1,6,R_G3
DEU_LocationAUpper-47_43_T-1,7,R_G3
DEU_LocationAUpper-47_43_T-1,8,R_G3,R_G1
DEU_LocationAUpper-47_43_T-1,9,R_G3
DEU_LocationAUpper-47_43_T-1,10,R_G3,R_G1
DEU_LocationAUpper-47_43_T-1,11,R_G3
DEU_LocationAUpper-47_43_T-1,14,R_G3
DEU_LocationAUpper-47_43_T-1,15,R_G3,R_G1
DEU_LocationAUpper-47_43_T-1,16,R_G3
DEU_LocationAUpper-47_43_T-1,17,R_G3
DEU_LocationAUpper-47_43_T-1,19,R_G3
DEU_LocationAUpper-47_43_T-1,20,R_G3
DEU_LocationAUpper-47_43_T-1,21,R_G3,R_G1
DEU_LocationAUpper-35_38_T-1,5,R_G3
DEU_LocationAUpper-35_38_T-1,6,R_G3
DEU_LocationAUpper-35_38_T-1,8,R_G3
DEU_LocationAUpper-35_38_T-1,9,R_G3
DEU_LocationAUpper-35_38_T-1,10,R_G3
DEU_LocationAUpper-35_38_T-1,11,R_G3,R_G1
DEU_LocationAUpper-35_38_T-1,12,R_G1
DEU_LocationAUpper-35_38_T-1,13,R_G1
DEU_LocationAUpper-35_38_T-1,14,R_G3,R_G1
DEU_LocationAUpper-35_38_T-1,18,R_G3
DEU_LocationAUpper-41_16_T-1,7,R_G1
DEU_LocationAUpper-41_16_T-1,12,R_G3
DEU_LocationAUpper-41_16_T-1,13,R_G3
DEU_LocationAUpper-41_16_T-1,14,R_G3
DEU_LocationAUpper-41_16_T-1,15,R_G3,R_G1
DEU_LocationAUpper-41_16_T-1,16,R_G3
DEU_LocationAUpper-41_16_T-1,17,R_G3
DEU_LocationAUpper-41_16_T-1,18,R_G3
DEU_LocationAUpper-35_23_T-1,5,R_G3
DEU_LocationAUpper-35_23_T-1,10,R_G3
DEU_LocationAUpper-35_23_T-1,11,R_G3
DEU_LocationAUpper-35_23_T-1,13,R_G3
DEU_LocationAUpper-35_23_T-1,15,R_G3
DEU_LocationAUpper-35_23_T-1,16,R_G3,R_G1
DEU_LocationAUpper-35_23_T-1,17,R_G3
DEU_LocationAUpper-35_23_T-1,18,R_G3
DEU_LocationAUpper-35_23_T-1,19,R_G3
DEU_LocationCUpper-6_55_T-1,5,R_G3
DEU_LocationCUpper-6_55_T-1,7,R_G3
DEU_LocationCUpper-6_55_T-1,9,R_G3
DEU_LocationCUpper-6_55_T-1,11,R_G3
DEU_LocationCUpper-6_55_T-1,12,R_G3
DEU_LocationELower-18_21_T-1,5,R_G3
DEU_LocationELower-18_21_T-1,6,R_G3
DEU_LocationELower-18_21_T-1,8,R_G3
DEU_LocationAUpper-33_53_T-1,5,R_G3
DEU_LocationAUpper-33_53_T-1,6,R_G3
DEU_LocationAUpper-33_53_T-1,7,R_G3
DEU_LocationAUpper-33_53_T-1,10,R_G3
DEU_LocationAUpper-33_53_T-1,12,R_G3
DEU_LocationAUpper-33_53_T-1,17,R_G3
DEU_LocationAUpper-33_53_T-1,18,R_G3
DEU_LocationAUpper-33_53_T-1,21,R_G3
DEU_LocationALower-14_26_T-1,5,R_G3
DEU_LocationALower-14_26_T-1,6,R_G3
DEU_LocationALower-14_26_T-1,11,R_G3
DEU_LocationALower-14_26_T-1,12,R_G3
DEU_LocationALower-14_26_T-1,13,R_G3
DEU_LocationALower-14_26_T-1,15,R_G3
DEU_LocationALower-14_26_T-1,16,R_G3
DEU_LocationALower-14_26_T-1,17,R_G3
DEU_LocationALower-14_26_T-1,18,R_G3
DEU_LocationELower-17_43_T-1,3,R_G3
DEU_LocationAUpper-42_6_T-1,7,R_G3
DEU_LocationAUpper-42_6_T-1,9,R_G3
DEU_LocationAUpper-42_6_T-1,11,R_G3
DEU_LocationAUpper-42_6_T-1,12,R_G3
DEU_LocationAUpper-42_6_T-1,13,R_G3,R_G1
DEU_LocationALower-34_11_T-1,6,R_G3
DEU_LocationALower-34_11_T-1,7,R_G3
DEU_LocationALower-34_11_T-1,8,R_G3
DEU_LocationALower-34_11_T-1,9,R_G3,R_G2
DEU_LocationALower-34_11_T-1,10,R_G3
DEU_LocationALower-34_11_T-1,12,R_G3
DEU_LocationALower-34_11_T-1,13,R_G3
DEU_LocationALower-34_11_T-1,14,R_G3,R_G2
DEU_LocationALower-34_11_T-1,15,R_G3
DEU_LocationALower-34_11_T-1,16,R_G3,R_G2
DEU_LocationALower-34_11_T-1,17,R_G3,R_G2,R_G1
DEU_LocationAUpper-27_15_T-1,5,R_G3
DEU_LocationAUpper-27_15_T-1,7,R_G3
DEU_LocationAUpper-27_15_T-1,16,R_G1
DEU_LocationAUpper-27_15_T-1,20,R_G3
DEU_LocationAUpper-27_15_T-1,22,R_G3
DEU_LocationAUpper-27_15_T-1,23,R_G3
DEU_LocationALower-39_11_T-1,5,R_G3
DEU_LocationALower-39_11_T-1,7,R_G3
DEU_LocationALower-39_11_T-1,8,R_G3
DEU_LocationALower-39_11_T-1,9,R_G3
DEU_LocationALower-39_11_T-1,10,R_G3
DEU_LocationEUpper-15_35_T-1,3,R_G3
DEU_LocationEUpper-15_35_T-1,4,R_G3
DEU_LocationEUpper-15_35_T-1,8,R_G3
DEU_LocationELower-23_45_T-1,7,R_G1
DEU_LocationFUpper-60_33_T-1,5,R_G3
DEU_LocationFUpper-60_33_T-1,6,R_G3
DEU_LocationFUpper-60_33_T-1,7,R_G1
DEU_LocationFUpper-60_33_T-1,8,R_G3
DEU_LocationFUpper-60_33_T-1,9,R_G1
DEU_LocationFUpper-60_33_T-1,10,R_G1
DEU_LocationDLower-9_42_T-1,4,R_G3
DEU_LocationEUpper-20_44_T-1,3,R_G3
DEU_LocationEUpper-20_44_T-1,5,R_G3
DEU_LocationALower-51_10_T-1,5,R_G3
DEU_LocationALower-51_10_T-1,8,R_G3
DEU_LocationALower-51_10_T-1,9,R_G3
DEU_LocationALower-51_10_T-1,11,R_G3
DEU_LocationALower-51_10_T-1,12,R_G3
DEU_LocationALower-32_8_T-1,6,R_G3
DEU_LocationALower-32_8_T-1,9,R_G3
DEU_LocationALower-32_8_T-1,10,R_G3
DEU_LocationALower-32_8_T-1,11,R_G3
DEU_LocationCLower-4_17_T-1,5,R_G3
DEU_LocationCLower-4_17_T-1,6,R_G3
DEU_LocationCLower-4_17_T-1,7,R_G3
DEU_LocationCLower-4_17_T-1,8,R_G1
DEU_LocationCLower-4_17_T-1,10,R_G3
DEU_LocationCLower-4_17_T-1,12,R_G3
DEU_LocationCLower-4_17_T-1,13,R_G3,R_G1
DEU_LocationCLower-4_17_T-1,15,R_G3
DEU_LocationELower-19_47_T-1,5,R_G3
DEU_LocationELower-19_47_T-1,6,R_G1
DEU_LocationALower-38_37_T-1,5,R_G3
DEU_LocationALower-38_37_T-1,6,R_G3
DEU_LocationAUpper-27_40_T-1,6,R_G3
DEU_LocationAUpper-27_40_T-1,8,R_G3
DEU_LocationAUpper-27_40_T-1,9,R_G3
DEU_LocationAUpper-27_40_T-1,13,R_G3
DEU_LocationAUpper-27_40_T-1,15,R_G3
DEU_LocationAUpper-27_40_T-1,17,R_G3
DEU_LocationALower-30_50_T-1,5,R_G3
DEU_LocationALower-30_50_T-1,7,R_G3
DEU_LocationALower-30_50_T-1,8,R_G3
DEU_LocationALower-30_50_T-1,9,R_G3
DEU_LocationALower-30_50_T-1,12,R_G3
DEU_LocationALower-30_50_T-1,16,R_G3,R_G1
DEU_LocationALower-32_6_T-1,8,R_G3
DEU_LocationALower-32_6_T-1,9,R_G3,R_G1
DEU_LocationALower-32_6_T-1,10,R_G3
DEU_LocationALower-32_6_T-1,11,R_G3
DEU_LocationALower-32_6_T-1,12,R_G3
DEU_LocationALower-32_6_T-1,14,R_G3
DEU_LocationALower-32_6_T-1,18,R_G3,R_G1
DEU_LocationAUpper-57_40_T-1,5,R_G3
DEU_LocationAUpper-57_40_T-1,9,R_G3
DEU_LocationAUpper-57_40_T-1,12,R_G3
DEU_LocationAUpper-57_40_T-1,13,R_G3
DEU_LocationAUpper-57_40_T-1,14,R_G3
DEU_LocationDUpper-7_2_T-1,5,R_G3
DEU_LocationDUpper-7_2_T-1,8,R_G3
DEU_LocationDUpper-7_2_T-1,10,R_G3
DEU_LocationDUpper-7_2_T-1,11,R_G3
DEU_LocationDUpper-7_2_T-1,12,R_G3
DEU_LocationBLower-2_22_T-1,5,R_G1
DEU_LocationBLower-2_22_T-1,6,R_G3
DEU_LocationAUpper-31_51_T-1,12,R_G3
DEU_LocationAUpper-31_51_T-1,13,R_G3
DEU_LocationAUpper-31_51_T-1,15,R_G3
DEU_LocationAUpper-31_51_T-1,16,R_G3
DEU_LocationAUpper-31_51_T-1,17,R_G3,R_G1
DEU_LocationAUpper-31_51_T-1,18,R_G3,R_G1
DEU_LocationAUpper-31_51_T-1,20,R_G3
DEU_LocationEUpper-15_8_T-1,3,R_G3
DEU_LocationEUpper-15_8_T-1,4,R_G3
DEU_LocationEUpper-15_8_T-1,7,R_G3
DEU_LocationEUpper-15_8_T-1,9,R_G3
DEU_LocationALower-25_5_T-1,17,R_G3
DEU_LocationALower-25_5_T-1,20,R_G3
DEU_LocationALower-46_40_T-1,5,R_G3
DEU_LocationALower-46_40_T-1,6,R_G3
DEU_LocationALower-46_40_T-1,8,R_G3
DEU_LocationALower-46_40_T-1,9,R_G3
DEU_LocationALower-46_40_T-1,10,R_G3
DEU_LocationALower-46_40_T-1,11,R_G3
DEU_LocationALower-46_40_T-1,12,R_G3
DEU_LocationALower-46_40_T-1,14,R_G3
DEU_LocationALower-46_40_T-1,20,R_G3
DEU_LocationALower-46_40_T-1,23,R_G3
DEU_LocationALower-31_7_T-1,7,R_G3
DEU_LocationALower-31_7_T-1,8,R_G3
DEU_LocationALower-31_7_T-1,9,R_G3
DEU_LocationALower-31_7_T-1,10,R_G3
DEU_LocationALower-31_7_T-1,12,R_G3
DEU_LocationALower-31_7_T-1,13,R_G3
DEU_LocationALower-31_7_T-1,14,R_G3
DEU_LocationALower-31_7_T-1,16,R_G3,R_G1
DEU_LocationALower-31_7_T-1,17,R_G1
DEU_LocationAUpper-38_18_T-1,8,R_G3
DEU_LocationAUpper-38_18_T-1,9,R_G3
DEU_LocationAUpper-38_18_T-1,11,R_G3
DEU_LocationAUpper-38_18_T-1,12,R_G3
DEU_LocationAUpper-38_18_T-1,13,R_G3
DEU_LocationAUpper-38_18_T-1,14,R_G3,R_G1
DEU_LocationAUpper-28_47_T-1,6,R_G3
DEU_LocationAUpper-28_47_T-1,7,R_G3
DEU_LocationAUpper-28_47_T-1,9,R_G3
DEU_LocationAUpper-28_47_T-1,10,R_G3
DEU_LocationAUpper-48_38_T-1,5,R_G3
DEU_LocationAUpper-48_38_T-1,6,R_G3
DEU_LocationAUpper-48_38_T-1,7,R_G3
DEU_LocationAUpper-48_38_T-1,8,R_G3
DEU_LocationAUpper-48_38_T-1,9,R_G3,R_G1
DEU_LocationAUpper-48_38_T-1,10,R_G3
DEU_LocationAUpper-48_38_T-1,11,R_G3
DEU_LocationAUpper-48_38_T-1,12,R_G3
DEU_LocationAUpper-48_38_T-1,13,R_G3,R_G1
DEU_LocationELower-22_26_T-1,3,R_G3
DEU_LocationELower-22_26_T-1,7,R_G1
DEU_LocationAUpper-38_57_T-1,6,R_G3
DEU_LocationAUpper-38_57_T-1,12,R_G3
DEU_LocationAUpper-38_57_T-1,17,R_G3
DEU_LocationAUpper-38_57_T-1,19,R_G3,R_G1
DEU_LocationFUpper-58_15_T-1,9,R_G3
DEU_LocationFUpper-58_15_T-1,10,R_G3
DEU_LocationFUpper-58_15_T-1,11,R_G3,R_G1
DEU_LocationFUpper-58_15_T-1,12,R_G3
DEU_LocationFUpper-58_15_T-1,14,R_G3
DEU_LocationFUpper-58_15_T-1,15,R_G3
DEU_LocationFUpper-58_15_T-1,16,R_G3
DEU_LocationFUpper-58_15_T-1,17,R_G3
DEU_LocationFUpper-58_15_T-1,18,R_G3,R_G1
DEU_LocationFUpper-58_15_T-1,19,R_G3
DEU_LocationFUpper-58_15_T-1,20,R_G3
DEU_LocationFUpper-58_15_T-1,21,R_G3
DEU_LocationBUpper-2_11_T-1,8,R_G3
DEU_LocationBUpper-2_11_T-1,9,R_G3
DEU_LocationBUpper-2_11_T-1,12,R_G3
DEU_LocationAUpper-51_38_T-1,5,R_G3
DEU_LocationAUpper-51_38_T-1,10,R_G3
DEU_LocationAUpper-51_38_T-1,14,R_G3
DEU_LocationAUpper-51_38_T-1,18,R_G3
DEU_LocationAUpper-51_38_T-1,19,R_G3
DEU_LocationAUpper-51_38_T-1,20,R_G3
DEU_LocationAUpper-28_14_T-1,5,R_G3
DEU_LocationAUpper-28_14_T-1,8,R_G3
DEU_LocationAUpper-28_14_T-1,10,R_G3
DEU_LocationAUpper-28_14_T-1,11,R_G3
